AverageRMSEwin,0.2571
AverageRMSEpalce,0.3937
MeanRetPerDollar(Real odds),0.0
TotalProfit(Real odds),0.0
FinalWealth(Real odds),1.0
MeanRetPerDollar(Fair odds),0.2198
TotalProfit(Fair odds),0.0044
FinalWealth(Fair odds),1.0044
No.Horses,2.0
No.Games,2.0
